"","id","time","Prop"
"817",17,0,0.533707865168539
"818",17,100,0.666666666666667
"819",17,200,0.595092024539877
"820",17,300,0.594736842105263
"821",17,400,0.612820512820513
"822",17,500,0.597435897435897
"823",17,600,0.625641025641026
"824",17,700,0.607692307692308
"825",17,800,0.553846153846154
"826",17,900,0.484615384615385
"827",17,1000,0.415384615384615
"828",17,1100,0.435897435897436
"829",17,1200,0.407692307692308
"830",17,1300,0.364102564102564
"831",17,1400,0.323076923076923
"832",17,1500,0.320512820512821
"833",17,1600,0.333333333333333
"834",17,1700,0.315384615384615
"835",17,1800,0.317948717948718
"836",17,1900,0.333333333333333
"837",17,2000,0.323076923076923
"838",17,2100,0.312820512820513
"839",17,2200,0.319587628865979
"840",17,2300,0.305263157894737
"841",17,2400,0.356589147286822
"842",17,2500,0.302564102564103
"843",17,2600,0.307692307692308
"844",17,2700,0.307692307692308
"845",17,2800,0.307692307692308
"846",17,2900,0.284615384615385
"847",17,3000,0.284615384615385
"848",17,3100,0.266666666666667
"849",17,3200,0.217948717948718
"850",17,3300,0.179487179487179
"851",17,3400,0.134715025906736
"852",17,3500,0.131578947368421
"853",17,3600,0.130548302872063
"854",17,3700,0.153846153846154
"855",17,3800,0.153846153846154
"856",17,3900,0.153846153846154
"857",17,4000,0.153846153846154
"858",17,4100,0.153846153846154
"859",17,4200,0.153846153846154
"860",17,4300,0.153846153846154
"861",17,4400,0.153846153846154
"862",17,4500,0.153846153846154
"863",17,4600,0.153846153846154
"864",17,4700,0.153846153846154
"865",17,4800,0.153846153846154
"866",17,4900,0.153846153846154
"867",17,5000,0.153846153846154
"868",18,0,0.533707865168539
"869",18,100,0.533707865168539
"870",18,200,0.537735849056604
"871",18,300,0.523809523809524
"872",18,400,0.558073654390935
"873",18,500,0.595419847328244
"874",18,600,0.605
"875",18,700,0.585
"876",18,800,0.5425
"877",18,900,0.5075
"878",18,1000,0.5075
"879",18,1100,0.5125
"880",18,1200,0.4975
"881",18,1300,0.5475
"882",18,1400,0.5775
"883",18,1500,0.625
"884",18,1600,0.6625
"885",18,1700,0.635
"886",18,1800,0.63
"887",18,1900,0.6075
"888",18,2000,0.6225
"889",18,2100,0.655
"890",18,2200,0.675
"891",18,2300,0.6925
"892",18,2400,0.7
"893",18,2500,0.68
"894",18,2600,0.675
"895",18,2700,0.675
"896",18,2800,0.675
"897",18,2900,0.675
"898",18,3000,0.675
"899",18,3100,0.675
"900",18,3200,0.675
"901",18,3300,0.675
"902",18,3400,0.675
"903",18,3500,0.675
"904",18,3600,0.675
"905",18,3700,0.675
"906",18,3800,0.695
"907",18,3900,0.7
"908",18,4000,0.7
"909",18,4100,0.7
"910",18,4200,0.7
"911",18,4300,0.7
"912",18,4400,0.7
"913",18,4500,0.7
"914",18,4600,0.7
"915",18,4700,0.7
"916",18,4800,0.7
"917",18,4900,0.7
"918",18,5000,0.7
"919",19,0,1
"920",19,100,0.636363636363636
"921",19,200,0.539823008849557
"922",19,300,0.535
"923",19,400,0.5575
"924",19,500,0.64
"925",19,600,0.66
"926",19,700,0.66
"927",19,800,0.635
"928",19,900,0.6575
"929",19,1000,0.7225
"930",19,1100,0.765
"931",19,1200,0.81
"932",19,1300,0.85
"933",19,1400,0.8175
"934",19,1500,0.745
"935",19,1600,0.695
"936",19,1700,0.67
"937",19,1800,0.6775
"938",19,1900,0.695
"939",19,2000,0.6775
"940",19,2100,0.6675
"941",19,2200,0.64
"942",19,2300,0.59
"943",19,2400,0.57
"944",19,2500,0.6075
"945",19,2600,0.642857142857143
"946",19,2700,0.643589743589744
"947",19,2800,0.643589743589744
"948",19,2900,0.615384615384615
"949",19,3000,0.564102564102564
"950",19,3100,0.571794871794872
"951",19,3200,0.615384615384615
"952",19,3300,0.597435897435897
"953",19,3400,0.537467700258398
"954",19,3500,0.484210526315789
"955",19,3600,0.50125313283208
"956",19,3700,0.5225
"957",19,3800,0.57
"958",19,3900,0.57
"959",19,4000,0.55
"960",19,4100,0.516624040920716
"961",19,4200,0.494871794871795
"962",19,4300,0.5249343832021
"963",19,4400,0.564516129032258
"964",19,4500,0.613513513513513
"965",19,4600,0.611702127659574
"966",19,4700,0.610526315789474
"967",19,4800,0.583979328165375
"968",19,4900,0.562857142857143
"969",19,5000,0.564102564102564
"970",20,0,0
"971",20,100,0.0909090909090909
"972",20,200,0.486238532110092
"973",20,300,0.474747474747475
"974",20,400,0.512626262626263
"975",20,500,0.520512820512821
"976",20,600,0.514666666666667
"977",20,700,0.543243243243243
"978",20,800,0.608108108108108
"979",20,900,0.616216216216216
"980",20,1000,0.586666666666667
